State,District,Year,Quarter,Count,Amount,S.no
tamil-nadu,ariyalur district,2022,3,1057782,2096516778,12261
tamil-nadu,chennai district,2022,3,42908667,65344650468,12262
tamil-nadu,the nilgiris district,2022,3,2499125,4071937675,12263
tamil-nadu,erode district,2022,3,9576460,15897874507,12264
tamil-nadu,karur district,2022,3,2308386,4542659399,12265
tamil-nadu,kallakkurichi district,2022,3,3031305,5829974361,12266
tamil-nadu,viluppuram district,2022,3,3531557,6179829273,12267
tamil-nadu,pudukkottai district,2022,3,2149117,4536703248,12268
tamil-nadu,perambalur district,2022,3,1062776,2063752416,12269
tamil-nadu,coimbatore district,2022,3,43610373,63815834930,12270
tamil-nadu,virudhunagar district,2022,3,3256212,6768626547,12271
tamil-nadu,dindigul district,2022,3,5468519,11010004404,12272
tamil-nadu,sivaganga district,2022,3,2158718,4655481936,12273
tamil-nadu,tenkasi district,2022,3,1743856,3976292694,12274
tamil-nadu,chengalpattu district,2022,3,78987490,1.06E+11,12275
tamil-nadu,kanniyakumari district,2022,3,3457993,7370866206,12276
tamil-nadu,tirunelveli district,2022,3,3362624,6665454589,12277
tamil-nadu,thiruvallur district,2022,3,25690184,40124901027,12278
tamil-nadu,theni district,2022,3,2726196,5802007462,12279
tamil-nadu,ranipet district,2022,3,3307025,6087756257,12280
tamil-nadu,namakkal district,2022,3,5427150,10398967390,12281
tamil-nadu,vellore district,2022,3,6719587,12004282971,12282
tamil-nadu,thiruvarur district,2022,3,1168622,2533305503,12283
tamil-nadu,tiruchirappalli district,2022,4,10348183,18674871634,12284
tamil-nadu,ramanathapuram district,2022,4,2536980,5131912119,12285
tamil-nadu,krishnagiri district,2022,4,16419186,27528800881,12286
tamil-nadu,cuddalore district,2022,4,5504268,9263849009,12287
tamil-nadu,kancheepuram district,2022,4,17540782,22979273761,12288
tamil-nadu,tiruppur district,2022,4,20078625,27993817373,12289
tamil-nadu,dharmapuri district,2022,4,6657535,13284210841,12290
tamil-nadu,thoothukkudi district,2022,4,3656395,6774717593,12291
tamil-nadu,thanjavur district,2022,4,4047728,7929388570,12292
tamil-nadu,madurai district,2022,4,21930141,39075713284,12293
tamil-nadu,tiruvannamalai district,2022,4,5236271,9545432274,12294
tamil-nadu,salem district,2022,4,33193962,52189264731,12295
tamil-nadu,nagapattinam district,2022,4,1958358,3688142193,12296
tamil-nadu,tirupathur district,2022,4,4764895,8186140455,12297
tamil-nadu,ariyalur district,2022,4,1245030,2323435387,12298
tamil-nadu,chennai district,2022,4,36087169,52708969518,12299
tamil-nadu,the nilgiris district,2022,4,2829489,4520156369,12300
tamil-nadu,erode district,2022,4,8133010,13727797355,12301
tamil-nadu,karur district,2022,4,2534064,4869161063,12302
tamil-nadu,kallakkurichi district,2022,4,3330128,6197053072,12303
tamil-nadu,viluppuram district,2022,4,3886476,6442185711,12304
tamil-nadu,pudukkottai district,2022,4,2351358,4756557514,12305
tamil-nadu,perambalur district,2022,4,1139212,2139737160,12306
tamil-nadu,coimbatore district,2022,4,40259816,56926594390,12307
tamil-nadu,virudhunagar district,2022,4,3538938,7070008076,12308
tamil-nadu,dindigul district,2022,4,6357637,12201984710,12309
tamil-nadu,sivaganga district,2022,4,2386560,4894047781,12310
tamil-nadu,tenkasi district,2022,4,1883458,4139835705,12311
tamil-nadu,chengalpattu district,2022,4,109159290,1.44E+11,12312
tamil-nadu,kanniyakumari district,2022,4,3950782,8142588844,12313
tamil-nadu,tirunelveli district,2022,4,4027170,7605241924,12314
tamil-nadu,thiruvallur district,2022,4,27335584,41018657465,12315
tamil-nadu,theni district,2022,4,3444290,6887377073,12316
tamil-nadu,ranipet district,2022,4,3737957,6482440333,12317
tamil-nadu,namakkal district,2022,4,6710663,12192052207,12318
tamil-nadu,vellore district,2022,4,6821759,11677039040,12319
tamil-nadu,thiruvarur district,2022,4,1293487,2670800447,12320
telangana,narayanpet district,2018,1,38804,42264263.62,12321
telangana,nalgonda district,2018,1,204137,267825160.5,12322
telangana,jangaon district,2018,1,80758,81262680.17,12323
telangana,bhadradri kothagudem district,2018,1,129015,235828536.9,12324
telangana,warangal rural district,2018,1,104385,79204912.7,12325
telangana,kumuram bheem asifabad district,2018,1,26226,29592040.67,12326
telangana,nizamabad district,2018,1,140986,174181538.1,12327
telangana,adilabad district,2018,1,35960,51488627.32,12328
telangana,rajanna sircilla district,2018,1,68682,96136732.17,12329
telangana,nagarkurnool district,2018,1,83679,157664183.9,12330
telangana,peddapalle district,2018,1,169274,199610181.2,12331
telangana,nirmal district,2018,1,63804,86249120.43,12332
telangana,mahabubabad district,2018,1,73810,81345319.08,12333
telangana,sangareddy district,2018,1,291510,399236233.2,12334
telangana,wanaparthy district,2018,1,53432,93331113.39,12335
telangana,vikarabad district,2018,1,70973,97615071.48,12336
telangana,jagtial district,2018,1,93840,119523180.7,12337
telangana,yadadri bhuvanagiri district,2018,1,119620,154266151.7,12338
telangana,medak district,2018,1,74192,89096759.17,12339
telangana,mahbubnagar district,2018,1,96136,141574548.6,12340
telangana,jaya shankar bhalupally district,2018,1,53916,76221067.12,12341
telangana,warangal urban district,2018,1,349165,421074107,12342
telangana,rangareddy district,2018,1,1459174,2677304926,12343
telangana,hyderabad district,2018,1,2545507,4287223790,12344
telangana,suryapet district,2018,1,122502,149966933.7,12345
telangana,jogulamba gadwal district,2018,1,50179,62386167.4,12346
telangana,kamareddy district,2018,1,84914,101353627,12347
telangana,mulugu district,2018,1,26582,42538489.48,12348
telangana,medchal malkajgiri district,2018,1,1131530,1912837341,12349
telangana,karimnagar district,2018,1,224324,271526470.1,12350
telangana,mancherial district,2018,1,127357,184652405.4,12351
telangana,siddipet district,2018,1,144429,197965018,12352
telangana,khammam district,2018,1,183964,245857422.2,12353
telangana,narayanpet district,2018,2,47939,89720060.39,12354
telangana,nalgonda district,2018,2,246677,552006649.1,12355
telangana,jangaon district,2018,2,88566,159864210.6,12356
telangana,bhadradri kothagudem district,2018,2,189793,504562629.3,12357
telangana,warangal rural district,2018,2,118577,164179709.5,12358
telangana,kumuram bheem asifabad district,2018,2,46393,71492908.15,12359
telangana,nizamabad district,2018,2,176790,441558654.6,12360
telangana,adilabad district,2018,2,54205,111298713.6,12361
telangana,rajanna sircilla district,2018,2,82594,177087238.6,12362
telangana,nagarkurnool district,2018,2,113222,295093168.4,12363
telangana,peddapalle district,2018,2,214900,413454435.3,12364
telangana,nirmal district,2018,2,74066,173547534.1,12365
telangana,mahabubabad district,2018,2,91024,179040419.1,12366
telangana,sangareddy district,2018,2,370126,717109835.7,12367
telangana,wanaparthy district,2018,2,75180,187147837.6,12368
telangana,vikarabad district,2018,2,93946,183439927.2,12369
telangana,jagtial district,2018,2,109063,246501745.5,12370
telangana,yadadri bhuvanagiri district,2018,2,144108,291976845,12371
telangana,medak district,2018,2,91916,177030599.6,12372
telangana,mahbubnagar district,2018,2,133679,282509191.6,12373
telangana,jaya shankar bhalupally district,2018,2,75108,185124228.2,12374
telangana,warangal urban district,2018,2,385360,729207663.3,12375
telangana,rangareddy district,2018,2,1939856,4360690898,12376
telangana,hyderabad district,2018,2,3156805,6628159911,12377
telangana,suryapet district,2018,2,151331,348270594.8,12378
telangana,jogulamba gadwal district,2018,2,64504,121956513.7,12379
telangana,kamareddy district,2018,2,106971,220088004.1,12380
telangana,mulugu district,2018,2,34133,79124501.44,12381
telangana,medchal malkajgiri district,2018,2,1459884,3122661501,12382
telangana,karimnagar district,2018,2,253264,526580356.2,12383
telangana,mancherial district,2018,2,158011,358913706.5,12384
telangana,siddipet district,2018,2,177205,385342488.4,12385
telangana,khammam district,2018,2,239474,532458838.4,12386
telangana,narayanpet district,2018,3,64340,118885419.6,12387
telangana,nalgonda district,2018,3,336447,645159574.9,12388
telangana,jangaon district,2018,3,146075,200582619.2,12389
telangana,bhadradri kothagudem district,2018,3,269836,597006763.5,12390
telangana,warangal rural district,2018,3,252723,231352138.6,12391
telangana,kumuram bheem asifabad district,2018,3,65966,96999114.93,12392
telangana,nizamabad district,2018,3,236227,500986414.2,12393
telangana,adilabad district,2018,3,82446,147924241.6,12394
telangana,rajanna sircilla district,2018,3,139296,252835234.8,12395
telangana,nagarkurnool district,2018,3,145768,329169979.6,12396
telangana,peddapalle district,2018,3,334825,548785775.8,12397
telangana,nirmal district,2018,3,594160,443226269.9,12398
telangana,mahabubabad district,2018,3,121114,192701061.5,12399
telangana,sangareddy district,2018,3,545979,1010420935,12400
telangana,wanaparthy district,2018,3,100020,216332721.7,12401
telangana,vikarabad district,2018,3,129624,235307091.6,12402
telangana,jagtial district,2018,3,178792,297447637.6,12403
telangana,yadadri bhuvanagiri district,2018,3,229027,405998913.4,12404
telangana,medak district,2018,3,121635,210873693.2,12405
telangana,mahbubnagar district,2018,3,192249,366312876.9,12406
telangana,jaya shankar bhalupally district,2018,3,105682,230411969.5,12407
telangana,warangal urban district,2018,3,952314,1158736730,12408
telangana,rangareddy district,2018,3,3664948,6264254849,12409
telangana,hyderabad district,2018,3,5786941,9503554478,12410
telangana,suryapet district,2018,3,192967,383135272.9,12411
telangana,jogulamba gadwal district,2018,3,84122,156030687.6,12412
telangana,kamareddy district,2018,3,143897,253015072,12413
telangana,mulugu district,2018,3,47313,93679044.1,12414
telangana,medchal malkajgiri district,2018,3,2684484,4630531107,12415
telangana,karimnagar district,2018,3,567417,773038295.6,12416
telangana,mancherial district,2018,3,256904,445471278.9,12417
telangana,siddipet district,2018,3,259391,478439233.5,12418
telangana,khammam district,2018,3,299774,611486713.6,12419
telangana,narayanpet district,2018,4,100907,202257814.5,12420
telangana,nalgonda district,2018,4,520637,1111613193,12421
telangana,jangaon district,2018,4,222293,346124039,12422
telangana,bhadradri kothagudem district,2018,4,362410,918355288.6,12423
telangana,warangal rural district,2018,4,262203,336634711.5,12424
telangana,kumuram bheem asifabad district,2018,4,97325,160813736.6,12425
telangana,nizamabad district,2018,4,370417,926234374.7,12426
telangana,adilabad district,2018,4,118804,247273348,12427
telangana,rajanna sircilla district,2018,4,185776,395621217.1,12428
telangana,nagarkurnool district,2018,4,222915,573964533.5,12429
telangana,peddapalle district,2018,4,390467,777939864.6,12430
telangana,nirmal district,2018,4,202583,388513382.9,12431
telangana,mahabubabad district,2018,4,200557,341056970.8,12432
telangana,sangareddy district,2018,4,868099,1617023610,12433
telangana,wanaparthy district,2018,4,140124,317042568.6,12434
telangana,vikarabad district,2018,4,193959,380435826.3,12435
telangana,jagtial district,2018,4,257697,472342175.4,12436
telangana,yadadri bhuvanagiri district,2018,4,323192,679809155.6,12437
telangana,medak district,2018,4,210913,383629859.5,12438
telangana,mahbubnagar district,2018,4,269148,570068792.9,12439
telangana,jaya shankar bhalupally district,2018,4,158929,360390222.9,12440
telangana,warangal urban district,2018,4,917418,1553820916,12441
telangana,rangareddy district,2018,4,5803319,9396311751,12442
telangana,hyderabad district,2018,4,9360515,14727846732,12443
telangana,suryapet district,2018,4,311173,651181371.5,12444
telangana,jogulamba gadwal district,2018,4,137597,248514480.2,12445
telangana,kamareddy district,2018,4,239765,478682155,12446
telangana,mulugu district,2018,4,64094,148653956.4,12447
telangana,medchal malkajgiri district,2018,4,4598129,7288821271,12448
telangana,karimnagar district,2018,4,597642,1058366452,12449
telangana,mancherial district,2018,4,335091,666703141,12450
telangana,siddipet district,2018,4,414378,824913162.4,12451
telangana,khammam district,2018,4,462678,958128373.8,12452
telangana,narayanpet district,2019,1,174965,309771672.1,12453
telangana,nalgonda district,2019,1,995740,1769178907,12454
telangana,jangaon district,2019,1,459535,666835161.5,12455
telangana,bhadradri kothagudem district,2019,1,584648,1347048006,12456
telangana,warangal rural district,2019,1,543456,652015911.9,12457
telangana,kumuram bheem asifabad district,2019,1,162055,267180135.1,12458
telangana,nizamabad district,2019,1,705541,1347187035,12459
telangana,adilabad district,2019,1,202558,363233268.9,12460
telangana,rajanna sircilla district,2019,1,336361,591748359,12461
telangana,nagarkurnool district,2019,1,394508,919667216.3,12462
telangana,peddapalle district,2019,1,670381,1232197525,12463
telangana,nirmal district,2019,1,316131,513648129.5,12464
telangana,mahabubabad district,2019,1,367401,589964630.4,12465
telangana,sangareddy district,2019,1,1782207,2801488635,12466
telangana,wanaparthy district,2019,1,256316,539178838,12467
telangana,vikarabad district,2019,1,339769,628307802.9,12468
telangana,jagtial district,2019,1,458055,774232192.3,12469
telangana,yadadri bhuvanagiri district,2019,1,650221,1153306717,12470
telangana,medak district,2019,1,424439,604006323.8,12471
telangana,mahbubnagar district,2019,1,505837,949702543.7,12472
telangana,jaya shankar bhalupally district,2019,1,271387,602186464.6,12473
telangana,warangal urban district,2019,1,1953906,2836690648,12474
telangana,rangareddy district,2019,1,12952050,17677048558,12475
telangana,hyderabad district,2019,1,24838664,34892156029,12476
telangana,suryapet district,2019,1,570175,1022801623,12477
telangana,jogulamba gadwal district,2019,1,261453,415838239.1,12478
telangana,kamareddy district,2019,1,494329,728765333.4,12479
telangana,mulugu district,2019,1,117826,286242139.7,12480
telangana,medchal malkajgiri district,2019,1,10127087,13392043971,12481
telangana,karimnagar district,2019,1,1088155,1693944274,12482
telangana,mancherial district,2019,1,589535,1094451064,12483
telangana,siddipet district,2019,1,841516,1380114924,12484
telangana,khammam district,2019,1,854495,1481079756,12485
telangana,narayanpet district,2019,2,178965,419237051.8,12486
telangana,nalgonda district,2019,2,982589,2323581177,12487
telangana,jangaon district,2019,2,451178,880333999.4,12488
telangana,bhadradri kothagudem district,2019,2,658827,1800936282,12489
telangana,warangal rural district,2019,2,525201,894990099.4,12490
telangana,kumuram bheem asifabad district,2019,2,146390,319016878.8,12491
telangana,nizamabad district,2019,2,782289,1812827883,12492
telangana,adilabad district,2019,2,187419,451538835.9,12493
telangana,rajanna sircilla district,2019,2,311530,702215438.9,12494
telangana,nagarkurnool district,2019,2,427374,1115389468,12495
telangana,peddapalle district,2019,2,657490,1566326736,12496
telangana,nirmal district,2019,2,237118,604053955.7,12497
telangana,mahabubabad district,2019,2,398457,820743447.2,12498
telangana,sangareddy district,2019,2,1920044,3684548499,12499
telangana,wanaparthy district,2019,2,270228,701368465.8,12500
telangana,vikarabad district,2019,2,349574,741826384.7,12501
telangana,jagtial district,2019,2,424736,1013323553,12502
telangana,yadadri bhuvanagiri district,2019,2,698908,1571831638,12503
telangana,medak district,2019,2,415222,805791072.5,12504
telangana,mahbubnagar district,2019,2,550333,1270311794,12505
telangana,jaya shankar bhalupally district,2019,2,290519,779327294.8,12506
telangana,warangal urban district,2019,2,2185190,3832142348,12507
telangana,rangareddy district,2019,2,16348519,25359412038,12508
telangana,hyderabad district,2019,2,43511186,73949377453,12509
telangana,suryapet district,2019,2,565731,1389837609,12510
telangana,jogulamba gadwal district,2019,2,250255,525141870.7,12511
telangana,kamareddy district,2019,2,454684,967447713.2,12512
telangana,mulugu district,2019,2,129404,357195912.5,12513
telangana,medchal malkajgiri district,2019,2,11891107,17462610963,12514
telangana,karimnagar district,2019,2,1090639,2218679007,12515
telangana,mancherial district,2019,2,571186,1433729477,12516
telangana,siddipet district,2019,2,821209,1837834819,12517
telangana,khammam district,2019,2,926878,2063514016,12518
telangana,narayanpet district,2019,3,247799,507773417.5,12519
telangana,nalgonda district,2019,3,1306394,2779870436,12520
telangana,jangaon district,2019,3,617113,1100060362,12521
telangana,bhadradri kothagudem district,2019,3,950852,2217033880,12522
telangana,warangal rural district,2019,3,777266,1188972513,12523
telangana,kumuram bheem asifabad district,2019,3,201674,415529444.8,12524
telangana,nizamabad district,2019,3,1143733,2214953317,12525
telangana,adilabad district,2019,3,253240,520200887.3,12526
telangana,rajanna sircilla district,2019,3,431892,866012869.2,12527
telangana,nagarkurnool district,2019,3,637843,1468968268,12528
telangana,peddapalle district,2019,3,894357,1872281816,12529
telangana,nirmal district,2019,3,396272,729433727.9,12530
telangana,mahabubabad district,2019,3,571751,1039765449,12531
telangana,sangareddy district,2019,3,2699670,4722370405,12532
telangana,wanaparthy district,2019,3,346164,815418253.3,12533
telangana,vikarabad district,2019,3,481649,915569514.4,12534
telangana,jagtial district,2019,3,575677,1234356051,12535
telangana,yadadri bhuvanagiri district,2019,3,930865,1868628041,12536
telangana,medak district,2019,3,533338,962334534.9,12537
telangana,mahbubnagar district,2019,3,783236,1631760143,12538
telangana,jaya shankar bhalupally district,2019,3,430844,982616709.7,12539
telangana,warangal urban district,2019,3,3280635,5206094338,12540
telangana,rangareddy district,2019,3,23655175,33663962263,12541
telangana,hyderabad district,2019,3,55159072,96365182751,12542
telangana,suryapet district,2019,3,716286,1573223461,12543
telangana,jogulamba gadwal district,2019,3,372312,743159787.5,12544
telangana,kamareddy district,2019,3,617048,1130608368,12545
telangana,mulugu district,2019,3,184715,444083132.2,12546
telangana,medchal malkajgiri district,2019,3,17492750,23256556346,12547
telangana,karimnagar district,2019,3,1604219,2911171015,12548
telangana,mancherial district,2019,3,772975,1753500369,12549
telangana,siddipet district,2019,3,1075629,2226176149,12550
telangana,khammam district,2019,3,1352931,2602393109,12551
telangana,narayanpet district,2019,4,348020,781969185.8,12552
telangana,nalgonda district,2019,4,1934313,4432868129,12553
telangana,jangaon district,2019,4,899519,1768140547,12554
telangana,bhadradri kothagudem district,2019,4,1404330,3333736228,12555
telangana,warangal rural district,2019,4,1122699,1916370720,12556
telangana,kumuram bheem asifabad district,2019,4,315212,636251308.4,12557
telangana,nizamabad district,2019,4,1638281,3627249339,12558
telangana,adilabad district,2019,4,395004,791642341.6,12559
telangana,rajanna sircilla district,2019,4,600689,1301541779,12560
telangana,nagarkurnool district,2019,4,933585,2233923658,12561
telangana,peddapalle district,2019,4,1360978,2960713412,12562
telangana,nirmal district,2019,4,528301,1133229683,12563
telangana,mahabubabad district,2019,4,850549,1675353014,12564
telangana,sangareddy district,2019,4,3687957,6643761917,12565
telangana,wanaparthy district,2019,4,507428,1216946623,12566
telangana,vikarabad district,2019,4,688709,1424370973,12567
telangana,jagtial district,2019,4,853526,1885810564,12568
telangana,yadadri bhuvanagiri district,2019,4,1376210,2917661179,12569
telangana,medak district,2019,4,746346,1468382159,12570
telangana,mahbubnagar district,2019,4,1133602,2409813569,12571
telangana,jaya shankar bhalupally district,2019,4,636364,1456148258,12572
telangana,warangal urban district,2019,4,4698981,7877138784,12573
telangana,rangareddy district,2019,4,31237803,44757331444,12574
telangana,hyderabad district,2019,4,72987282,1.30E+11,12575
telangana,suryapet district,2019,4,1055324,2378054141,12576
telangana,jogulamba gadwal district,2019,4,521737,1114452481,12577
telangana,kamareddy district,2019,4,896879,1897721265,12578
telangana,mulugu district,2019,4,276728,653079691.2,12579
telangana,medchal malkajgiri district,2019,4,22999944,31417907130,12580
telangana,karimnagar district,2019,4,2289360,4404111001,12581
telangana,mancherial district,2019,4,1219849,2827258423,12582
telangana,siddipet district,2019,4,1508776,3271349293,12583
telangana,khammam district,2019,4,1917973,3902061677,12584
telangana,narayanpet district,2020,1,455130,1067253461,12585
telangana,nalgonda district,2020,1,2636023,6345459439,12586
telangana,jangaon district,2020,1,1358798,2902674910,12587
telangana,bhadradri kothagudem district,2020,1,1849454,4548915939,12588
telangana,warangal rural district,2020,1,1380277,2762397109,12589
telangana,kumuram bheem asifabad district,2020,1,431200,924829748.7,12590
telangana,nizamabad district,2020,1,2202642,4951415940,12591
telangana,adilabad district,2020,1,521578,1199179008,12592
telangana,rajanna sircilla district,2020,1,771444,1821242660,12593
telangana,nagarkurnool district,2020,1,1379087,3566283298,12594
telangana,peddapalle district,2020,1,1794982,3975776398,12595
telangana,nirmal district,2020,1,654090,1616088714,12596
telangana,mahabubabad district,2020,1,1131336,2380623171,12597
telangana,sangareddy district,2020,1,4610027,8691296108,12598
telangana,wanaparthy district,2020,1,705583,1719603963,12599
telangana,vikarabad district,2020,1,966022,2067670439,12600
telangana,jagtial district,2020,1,1100444,2555776131,12601
telangana,yadadri bhuvanagiri district,2020,1,1677327,3614895963,12602
telangana,medak district,2020,1,969091,1971427872,12603
telangana,mahbubnagar district,2020,1,1439754,3050397769,12604
telangana,jaya shankar bhalupally district,2020,1,837146,2203226557,12605
telangana,warangal urban district,2020,1,6200767,12008422912,12606
telangana,rangareddy district,2020,1,31802492,45881228274,12607
telangana,hyderabad district,2020,1,94177232,1.83E+11,12608
telangana,suryapet district,2020,1,1427044,3295595248,12609
telangana,jogulamba gadwal district,2020,1,692408,1613421876,12610
telangana,kamareddy district,2020,1,1148492,2474184243,12611
telangana,mulugu district,2020,1,436187,1155104120,12612
telangana,medchal malkajgiri district,2020,1,25458101,37404467181,12613
telangana,karimnagar district,2020,1,3037633,6437076499,12614
telangana,mancherial district,2020,1,1708111,4017582989,12615
telangana,siddipet district,2020,1,1912271,4387174573,12616
telangana,khammam district,2020,1,2537352,5525879244,12617
telangana,narayanpet district,2020,2,695607,1503742472,12618
telangana,nalgonda district,2020,2,3786127,8540610043,12619
telangana,jangaon district,2020,2,1759512,3498060215,12620
telangana,bhadradri kothagudem district,2020,2,2391943,5623659101,12621
telangana,warangal rural district,2020,2,2026328,3918025398,12622
telangana,kumuram bheem asifabad district,2020,2,589630,1322968097,12623
telangana,nizamabad district,2020,2,2750473,6638415628,12624
telangana,adilabad district,2020,2,680275,1524883392,12625
telangana,rajanna sircilla district,2020,2,1005107,2223196911,12626
telangana,nagarkurnool district,2020,2,2065489,4460050448,12627
telangana,peddapalle district,2020,2,2293157,4788894395,12628
telangana,nirmal district,2020,2,835049,2145022169,12629
telangana,mahabubabad district,2020,2,1721463,3572106362,12630
telangana,sangareddy district,2020,2,4807036,8780427656,12631
telangana,wanaparthy district,2020,2,1041972,2330763456,12632
telangana,vikarabad district,2020,2,1337076,2336128468,12633
telangana,jagtial district,2020,2,1504160,3565039912,12634
telangana,yadadri bhuvanagiri district,2020,2,2018354,4098335518,12635
telangana,medak district,2020,2,1281978,2500774235,12636
telangana,mahbubnagar district,2020,2,1726832,3401780719,12637
telangana,jaya shankar bhalupally district,2020,2,1118207,2683325971,12638
telangana,warangal urban district,2020,2,6239185,13617334892,12639
telangana,rangareddy district,2020,2,18068048,31273545586,12640
telangana,hyderabad district,2020,2,56374644,1.31E+11,12641
telangana,suryapet district,2020,2,2070003,5008825032,12642
telangana,jogulamba gadwal district,2020,2,960673,2414251007,12643
telangana,kamareddy district,2020,2,1588473,3530203792,12644
telangana,mulugu district,2020,2,548767,1498496960,12645
telangana,medchal malkajgiri district,2020,2,17860704,29732057895,12646
telangana,karimnagar district,2020,2,3030914,6621194088,12647
telangana,mancherial district,2020,2,2131238,4472790688,12648
telangana,siddipet district,2020,2,2417054,5240899390,12649
telangana,khammam district,2020,2,3329665,7845967967,12650
telangana,narayanpet district,2020,3,783327,1902627905,12651
telangana,nalgonda district,2020,3,5228596,12019426389,12652
telangana,jangaon district,2020,3,2017277,4140321228,12653
telangana,bhadradri kothagudem district,2020,3,3196550,7671316620,12654
telangana,warangal rural district,2020,3,2344202,4962993535,12655
telangana,kumuram bheem asifabad district,2020,3,769865,1675480570,12656
telangana,nizamabad district,2020,3,3738711,8812060817,12657
telangana,adilabad district,2020,3,897345,1988333703,12658
telangana,rajanna sircilla district,2020,3,1341971,3102179679,12659
telangana,nagarkurnool district,2020,3,2457619,5813967119,12660
telangana,peddapalle district,2020,3,3165247,6772933143,12661
telangana,nirmal district,2020,3,1117211,3114725315,12662
telangana,mahabubabad district,2020,3,2057383,4294089772,12663
telangana,sangareddy district,2020,3,6800085,12980683897,12664
telangana,wanaparthy district,2020,3,1234628,3016246623,12665
telangana,vikarabad district,2020,3,1608742,3284049784,12666
telangana,jagtial district,2020,3,2078603,5050134981,12667
telangana,yadadri bhuvanagiri district,2020,3,2675838,5838319417,12668
telangana,medak district,2020,3,1948206,4236040846,12669
telangana,mahbubnagar district,2020,3,2371373,5055802637,12670
telangana,jaya shankar bhalupally district,2020,3,1439193,3673328300,12671
telangana,warangal urban district,2020,3,7847624,17470830635,12672
telangana,rangareddy district,2020,3,29573243,51787722036,12673
telangana,hyderabad district,2020,3,99285803,2.28E+11,12674
telangana,suryapet district,2020,3,2745417,6451797392,12675
telangana,jogulamba gadwal district,2020,3,1269849,3465592565,12676
telangana,kamareddy district,2020,3,1931489,4253804724,12677
telangana,mulugu district,2020,3,700289,1906993182,12678
telangana,medchal malkajgiri district,2020,3,28698311,48831695002,12679
telangana,karimnagar district,2020,3,4242409,9665080706,12680
telangana,mancherial district,2020,3,3056009,6633824054,12681
telangana,siddipet district,2020,3,3137039,7015923741,12682
telangana,khammam district,2020,3,4612672,10624076063,12683
telangana,narayanpet district,2020,4,1122820,2835819720,12684
telangana,nalgonda district,2020,4,7966177,19282405660,12685
telangana,jangaon district,2020,4,3031598,6561515594,12686
telangana,bhadradri kothagudem district,2020,4,5185352,12782078782,12687
telangana,warangal rural district,2020,4,3301035,7061015636,12688
telangana,kumuram bheem asifabad district,2020,4,1255788,2599620374,12689
telangana,nizamabad district,2020,4,5857682,15245199023,12690
telangana,adilabad district,2020,4,1494484,3501126353,12691
telangana,rajanna sircilla district,2020,4,2158748,5123169526,12692
telangana,nagarkurnool district,2020,4,3613079,9022680673,12693
telangana,peddapalle district,2020,4,5150603,10874763808,12694
telangana,nirmal district,2020,4,1709052,4786165445,12695
telangana,mahabubabad district,2020,4,2985467,6391599551,12696
telangana,sangareddy district,2020,4,11444304,22088541539,12697
telangana,wanaparthy district,2020,4,1878120,4653274169,12698
telangana,vikarabad district,2020,4,2521145,5380594708,12699
telangana,jagtial district,2020,4,3204589,8148634697,12700
telangana,yadadri bhuvanagiri district,2020,4,4445644,10126950083,12701
telangana,medak district,2020,4,2913551,6627122842,12702
telangana,mahbubnagar district,2020,4,3778283,8337765905,12703
telangana,jaya shankar bhalupally district,2020,4,2144371,5358552577,12704
telangana,warangal urban district,2020,4,11918795,25712185991,12705
telangana,rangareddy district,2020,4,53405219,89256130453,12706
telangana,hyderabad district,2020,4,117008707,2.43E+11,12707
telangana,suryapet district,2020,4,4322234,10332732241,12708
telangana,jogulamba gadwal district,2020,4,1815083,4716814931,12709
telangana,kamareddy district,2020,4,3045875,7470236115,12710
telangana,mulugu district,2020,4,1080109,2751716832,12711
telangana,medchal malkajgiri district,2020,4,49900746,81801106073,12712
telangana,karimnagar district,2020,4,6853847,15369367186,12713
telangana,mancherial district,2020,4,5086014,10978959291,12714
telangana,siddipet district,2020,4,5009319,11662960490,12715
telangana,khammam district,2020,4,7035947,16464448770,12716
telangana,narayanpet district,2021,1,1167125,3310846779,12717
telangana,nalgonda district,2021,1,8018559,19628854223,12718
telangana,jangaon district,2021,1,3112444,6973669289,12719
telangana,bhadradri kothagudem district,2021,1,5386614,13659056643,12720
telangana,warangal rural district,2021,1,3145714,7121440710,12721
telangana,kumuram bheem asifabad district,2021,1,1378555,3157992831,12722
telangana,nizamabad district,2021,1,5831809,14665519256,12723
telangana,adilabad district,2021,1,1676245,4215815167,12724
telangana,rajanna sircilla district,2021,1,2140974,5260861082,12725
telangana,nagarkurnool district,2021,1,3694212,10257144532,12726
telangana,peddapalle district,2021,1,5112755,10786831119,12727
telangana,nirmal district,2021,1,1744066,5096550372,12728
telangana,mahabubabad district,2021,1,2942202,6803110883,12729
telangana,sangareddy district,2021,1,12350347,23546322115,12730
telangana,wanaparthy district,2021,1,1880504,5057446529,12731
telangana,vikarabad district,2021,1,2667959,6288645225,12732
telangana,jagtial district,2021,1,3293619,8495922767,12733
telangana,yadadri bhuvanagiri district,2021,1,4682204,10482121487,12734
telangana,medak district,2021,1,2852487,6251716708,12735
telangana,mahbubnagar district,2021,1,4009637,9130053733,12736
telangana,jaya shankar bhalupally district,2021,1,2105785,5545124764,12737
telangana,warangal urban district,2021,1,13629397,28292658503,12738
telangana,rangareddy district,2021,1,60675056,98883148961,12739
telangana,hyderabad district,2021,1,169703372,3.17E+11,12740
